ARTICULO;PROVEEDOR;DESCRIPCION;AÑASCO;MDP;ROS;COR;NEU
65003GOP;SADAR;AMORT DEL FORD FOCUS II (08/…) Derecho Gas Original;0;0;0;0;0
65003HRP;SADAR;AMORT DEL FORD FOCUS II (08/…) Derecho Gas Original;0;0;0;0;0
65004GOP;SADAR;AMORT DEL FORD FOCUS II (08/…) zquierdo Gas Original;0;0;0;0;0
65004HRP;SADAR;AMORT DEL FORD FOCUS II (08/…) zquierdo Gas Original;0;0;0;0;0
65005GOP;SADAR;AMORT DEL TOYOTA COROLLA (08/...) Derecho Gas Original;0;0;0;0;0
65006GOP;SADAR;AMORT DEL TOYOTA COROLLA (08/...) Izquierdo Gas Original;0;0;0;0;0
65007GOP;SADAR;AMORT DEL HONDA CIVIC (01/03) Derecho;0;0;0;0;0
65008GOP;SADAR;AMORT DEL HONDA CIVIC (01/03) Izquierdo;0;0;0;0;0
65009GOP;SADAR;AMORT DEL VOLKSWAGEN SAVEIRO (10/…);0;0;0;0;0
65009HRP;SADAR;AMORT DEL VOLKSWAGEN SAVEIRO (10/…);0;0;0;0;0
65010GOP;SADAR;AMORT DEL VOLKSWAGEN CROSS FOX;0;0;0;0;0
65014GOP;SADAR;AMORT DEL. DER. TOYOTA RAV 4 (00 / 06) Gas Original;0;0;0;0;0
65015GOP;SADAR;AMORT DEL IZQ TOYOTA RAV 4 (00 / 06) Gas Original;0;0;0;0;0
65018GOP;SADAR;AMORT DEL FIAT STILO (05/...);0;0;0;0;0
65019GOP;SADAR;AMORT DEL FIAT MAREA 96/;0;0;0;0;0
65027GOP;SADAR;AMORT DEL AUDI A3 SERIE 2 1.6/1.9 TDI 04--- CARTER 50.8;0;0;0;0;0
65027HRP;SADAR;AUDI A3 SERIE II 1.6/1.9 TDI;0;0;0;0;0
65028GOP;SADAR;AMORT DEL CHRYSLER NEON 00;0;0;0;0;0
65029GOP;SADAR;AMORT DEL AUDI TT 98;0;0;0;0;0
65042GOP;SADAR;AMORT DEL FORD MONDEO III (B5Y-B4Y) 01;0;0;0;0;0
65043GOP;SADAR;AMORT TRAS FORD MONDEO III (B5Y-B4Y) 01;0;0;0;0;0
65057GOP;SADAR;AMORT DEL DER Toyota RAV4 (06/..);0;0;0;0;0
65058GOP;SADAR;AMORT DEL IZQ Toyota RAV4 (06/..);0;0;0;0;0
65060GOP;SADAR;AMORT DEL DER HONDA CR-V 06;0;0;0;0;0
65061GOP;SADAR;AMORT DEL IZQ HONDA CR-V;0;0;0;0;0
65062GOP;SADAR;AMORT DEL DER Hyundai Santa Fe (07/...);0;0;0;0;0
65063GOP;SADAR;AMORT DEL IZQ Hyundai Santa Fe (07/...);0;0;0;0;0
65066GOP;SADAR;AMORT DEL DER H.TUCSON 2.0I16V/2.0/2.7 (04/…);0;0;0;0;0
65067GOP;SADAR;AMORT DEL IZQ H.TUCSON 2.0I16V/2.0/2.7 04/...;0;0;0;0;0
65068GOP;SADAR;AMORT TRAS DER H.TUCSON 2.0I16V/2.0/2.7 04/...;0;0;0;0;0
65069GOP;SADAR;AMORT TRAS IZQ H.TUCSON 2.0I16V/2.0/2.7 04/...;0;0;0;0;0
65088GOP;SADAR;AMORT DEL VW Fox/Suran/ Gol Trend 2007/..VOYAGE Hidráulico Original;0;0;0;0;0
65090GOP;SADAR;AMORT DEL RENAULT FLUENCE/MEGANE III;0;0;0;0;0
65093GOP;SADAR;AMORT DEL CHEVROLET CRUZE DER;0;0;0;0;0
65093HRP;SADAR;AMORT DEL DER Cruze Chrevolet (11/...);0;0;0;0;0
65094GOP;SADAR;AMORT DEL CHEVRO CRUZE IZQU;0;0;0;0;0
65094HRP;SADAR;AMORT DEL IZQ Cruze Chrevolet (11/...);0;0;0;0;0
65098GOP;SADAR;AMORT DEL DER FIAT QUBO;0;0;0;0;0
65099GOP;SADAR;AMORT DEL IZQ FIAT QUBO;0;0;0;0;0
65100GOP;SADAR;AMORT DEL DER CITRO C3 PICASSO 11/..;0;0;0;0;0
65101GOP;SADAR;AMORT DEL IZQ CITRO C3 PICASSO 11/..;0;0;0;0;0
65104GOP;SADAR;AMORT DEL DERECHO CITROEN C3 AIRCROSS;0;0;0;0;0
65105GOP;SADAR;AMORT DEL IZQ CITROEN C3 AIRCROSS;0;0;0;0;0
65109GOP;SADAR;AMORT DEL DER. FORD ECOSPORT KINETIC (13/..);0;0;0;0;0
65110GOP;SADAR;AMORT DEL.IZQ. FORD ECOSPORT KINETIC (13/..);0;0;0;0;0
65118GOP;SADAR;AMORT DEL DER Fiat 500 (05/...) Sport/Cult/Loung/Mult;0;0;0;0;0
65119GOP;SADAR;AMORT DEL IZQ Fiat 500 (05/...) Sport/Cult/Loung/Mult;0;0;0;0;0
65120GOP;SADAR;AMORT DEL DER FORD KUGA (10/...);0;0;0;0;0
65121GOP;SADAR;AMORT DEL IZQ FORD KUGA (10/...);0;0;0;0;0
65122GOP;SADAR;AMORT DEL DER FORD FOCUS KINETIC 2013+;0;0;0;0;0
65123GOP;SADAR;AMORT DEL IZQ FORD FOCUS KINETIC 2013+;0;0;0;0;0
65124GOP;SADAR;"AMORT DEL DER Renault Koleos; Nissan X-Trail (11>)";0;0;0;0;0
65125GOP;SADAR;"AMORT DEL IZQ Renault Koleos; Nissan X-Trail (11>)";0;0;0;0;0
65126GOP;SADAR;AMORT DEL Chrysler PT Cruiser (01/...);0;0;0;0;0
65127GOP;SADAR;AMORT DEL VW Golf VII (5G1) / Audi A3 (12/...);0;0;0;0;0
65128GOP;SADAR;AMORT DEL DER DODGE JOURNEY 08/...;0;0;0;0;0
65129GOP;SADAR;AMORT DEL IZQ DODGE JOURNEY 08/...;0;0;0;0;0
65130GOP;SADAR;AMORT DEL DER Peugeot 3008 (10/...);0;0;0;0;0
65131GOP;SADAR;AMORT DEL IZQ Peugeot 3008 (10/...);0;0;0;0;0
65132GOP;SADAR;"AMORT DEL DER JEEP COMPASS (08.06/...); PATRIOT";0;0;0;0;0
65133GOP;SADAR;"AMORT DEL IZQ JEEP COMPASS (08.06/...); PATRIOT";0;0;0;0;0
65134GOP;SADAR;AMORT DEL DER Suzuki Grand Vitara II(JT) (4.05/...);0;0;0;0;0
65135GOP;SADAR;AMORT DEL IZQ Suzuki Grand Vitara II(JT) (4.05/...);0;0;0;0;0
65136GOP;SADAR;AMORT DEL Audi A1 (10/...);0;0;0;0;0
65139GOP;SADAR;AMORT DEL DER Fiat Doblo Cargo (10/...);0;0;0;0;0
65140GOP;SADAR;AMORT DEL izq Fiat Doblo Cargo (10/...);0;0;0;0;0
65141GOP;SADAR;AMORT DEL DER JEEP RENEGADE 4X2 (15/...);0;0;0;0;0
65142GOP;SADAR;AMORT DEL IZQ JEEP RENEGADE 4X2 (15/...);0;0;0;0;0
65143GOP;SADAR;AMORT TRAS DER JEEP RENEGADE 4X2 (15/...);0;0;0;0;0
65144GOP;SADAR;AMORT TRAS IZQ JEEP RENEGADE 4X2 (15/...);0;0;0;0;0
65145GOP;SADAR;AMORT DEL DER JEEP RENEGADE 4X4 (15/...);0;0;0;0;0
65146GOP;SADAR;AMORT DEL IZQ JEEP RENEGADE 4X4 (15/...);0;0;0;0;0
65147GOP;SADAR;AMORT TRAS DER JEEP RENEGADE 4X4 (15/...);0;0;0;0;0
65148GOP;SADAR;AMORT TRAS IZQ JEEP RENEGADE 4X4 (15/...);0;0;0;0;0
65150GOP;SADAR;AMORT DEL DER HONDA HR-V (14/...);0;0;0;0;0
65151GOP;SADAR;AMORT DEL IZQ HONDA HR-V (14/...);0;0;0;0;0
65152GOP;SADAR;AMORT DEL DER FORD MONDEO IV (07/..) / VOLVO V70 III;0;0;0;0;0
65153GOP;SADAR;AMORT DEL IZQ FORD MONDEO IV (07/..) / VOLVO V70 III;0;0;0;0;0
65154GOP;SADAR;AMORT DEL DER Jeep Compass (16/...);0;0;0;0;0
65155GOP;SADAR;AMORT DEL IZQ Jeep Compass (16/...);0;0;0;0;0
65156GOP;SADAR;AMORT DEL M. Benz CLASE B W245 (05/11);0;0;0;0;0
65157GOP;SADAR;AMORT DEL DER CHERY TIGGO 5;0;0;0;0;0
65158GOP;SADAR;AMORT DEL IZQ CHERY TIGGO 5;0;0;0;0;0
65159GOP;SADAR;AMORT DEL DER Chevrolet Trax/ Tracker (13/...);0;0;0;0;0
65160GOP;SADAR;AMORT DEL IZQ Chevrolet Trax/ Tracker (13/...);0;0;0;0;0
65161GOP;SADAR;AMORT DEL DER Toyota Corolla (E170) (14/...);0;0;0;0;0
65162GOP;SADAR;AMORT DEL IZQ Toyota Corolla (E170) (14/...);0;0;0;0;0
65163GOP;SADAR;AMORT DEL DER Fiat Toro 4X2 4X4 (16/.);0;0;0;0;0
65164GOP;SADAR;AMORT DEL IZQ Fiat Toro 4X2 4X4 (16/.);0;0;0;0;0
65165GOP;SADAR;AMORT DEL. DER. HONDA CIVIC (17/...);0;0;0;0;0
65166GOP;SADAR;AMORT DEL. IZQ. HONDA CIVIC (17/...);0;0;0;0;0
65167GOP;SADAR;AMORT DEL. DER. CHERY TIGGO 3 (16/...);0;0;0;0;0
65168GOP;SADAR;AMORT DEL. IZQ. CHERY TIGGO 3 (16/...);0;0;0;0;0
65171GOP;SADAR;AMORT DEL DER Ford KUGA K.D / ESCAPE (13/...);0;0;0;0;0
65172GOP;SADAR;AMORT DEL IZQ Ford KUGA K.D / ESCAPE (13/...);0;0;0;0;0
65173GOP;SADAR;AMORT DEL DER Chevrolet CRUZE (16/...);0;0;0;0;0
65174GOP;SADAR;AMORT DEL IZQ Chevrolet CRUZE (16/...);0;0;0;0;0
65175GOP;SADAR;AMORT DEL. DER. NISSAN SENTRA (15/...);0;0;0;0;0
65176GOP;SADAR;AMORT DEL. IZQ. NISSAN SENTRA (15/...);0;0;0;0;0
65177GOP;SADAR;AMORT TRA Renault Duster Oroch (16/...);0;0;0;0;0
65179GOP;SADAR;AMORT DEL. DER. FIAT 500 L (12/...);0;0;0;0;0
65180GOP;SADAR;AMORT DEL. IZQ. FIAT 500 L (12/...);0;0;0;0;0
65181GOP;SADAR;"AMORT DEL.D.C. JUMPY; F. SCUDO; P.EXPERT (07/";0;0;0;0;0
65182GOP;SADAR;"AMORT DEL.I.C. JUMPY; F. SCUDO; P.EXPERT (07/";0;0;0;0;0
65183GOP;SADAR;AMORT DEL. DER. HYUNDAI H1 (07/...);0;0;0;0;0
65184GOP;SADAR;AMORT DEL. IZQ. HYUNDAI H1 (07/...);0;0;0;0;0
65185GOP;SADAR;AMORT DEL. DER. FORD KUGA 4X4 AUTOM.  (14/19);0;0;0;0;0
65186GOP;SADAR;AMORT DEL. IZQ. FORD KUGA 4X4 AUTOM.  (14/19);0;0;0;0;0
6DPK1185-9;GATES;6DPK1188;0;0;0;0;0
6DPK1200-4;GATES;DK060472;0;0;0;0;0
6DPK1225-9;GATES;6DPK1225;0;0;0;0;0
6DPK1235-9;GATES;6DPK1238;0;0;0;0;0
6DPK1280-4;GATES;DK060504;0;0;0;0;0
6DPK1315-9;GATES;DK060519;0;0;0;0;0
6DPK1320-4;GATES;6DPK1320;0;0;0;0;0
6DPK1360-4;GATES;6DPK1360;0;0;0;0;0
6DPK1695-9;GATES;6DPK1698;0;0;0;0;0
6DPK1710-4;GATES;DK060674;0;0;0;0;0
6DPK1780-4;GATES;DK060702;0;0;0;0;0
6DPK1815-9;GATES;6DPK1817;0;0;0;0;0
6DPK1820-4;GATES;DK060718;0;0;0;0;0
6DPK1825-9;GATES;6DPK1825;0;0;0;0;0
6DPK1835-9;GATES;6DPK1838;0;0;0;0;0
6DPK1840-4;GATES;DK060725;0;0;0;0;0
6DPK1855-9;GATES;DK060729;0;0;0;0;0
6DPK2010-4;GATES;DK060791;0;0;0;0;0
6DPK2200-4;GATES;DK060867;0;0;0;0;0
6DPK2280-4;GATES;6DPK2280;0;0;0;0;0
6DPK2425-9;GATES;DK060956;0;0;0;0;0
6DPK2470-4;GATES;DK060973;0;0;0;0;0
6DPK2935-9;GATES;6DPK2939;0;0;0;0;0
6PK1000-4;GATES;6K1000 / K060394 / 6PK1003;0;0;0;0;0
6PK1015-9;GATES;K060400/6K1015/6PK1018/6PK1029;0;0;0;0;0
6PK1015-9 SF;GATES;CORREA ELASTICA 6PK1019SF FORD Fiesta-Focus-Ecosport 1.6 SIGMA;0;0;0;0;0
6PK1020-4;GATES;6K1020;0;0;0;0;0
6PK1025-9;GATES;K060405/6K1025/K060404/6PK1028;0;0;0;0;0
6PK1042-1059SF;GATES;CORREA ELASTICA 6PK1042-1059SF FIESTA kinectic Sigma;0;0;0;0;0
6PK1045-9;GATES;6PK1045;0;0;0;0;0
6PK1060-4;GATES;K060418 / 6PK1060;0;0;0;0;0
6PK1080-4;GATES;K060425 / K060426 / 6PK1080 / 6PK1082;0;0;0;0;0
6PK1090-4;GATES;6PK1093;0;0;0;0;0
6PK1090-4 SF;GATES;CORREA ELASTICA 6PK1090SF CITROEN/PEUGEOT 1.6hdi;0;0;0;0;0
6PK1095-9;GATES;K060431 / 6PK1098;0;0;0;0;0
6PK1105-9;GATES;K060435;0;0;0;0;0
6PK1110-4;GATES;6K1110 / 6PK1110 / 6PK1113;0;0;0;0;0
6PK1115-9;GATES;K060439 / 6K1115;0;0;0;0;0
6PK1120-4 SF;GATES;CORREA ELASTICA 6PK1124SF MB Sprinter OM651;0;0;0;0;0
6PK1125-9;GATES;6PK1125;0;0;0;0;0
6PK1140-4 SF;GATES;CORREA ELASTICA 6PK1140SF AUDI A3 1.6 tdi;0;0;0;0;0
6PK1150-4;GATES;K060453 / 6PK1153;0;0;0;0;0
6PK1155-9;GATES;K060455;0;0;0;0;0
6PK1170-4;GATES;K060461 / K060455 / 6PK1173;0;0;0;0;0
6PK1180-4;GATES;K060465 / 6PK1183;0;0;0;0;0
6PK1190-4;GATES;6PK1190;0;0;0;0;0
6PK1210-4;GATES;K060478 / 6PK1210;0;0;0;0;0
6PK1225-9;GATES;K060483 / 6PK1228 / 6PK1225;0;0;0;0;0
6PK1230-4;GATES;6PK1230;0;0;0;0;0
6PK1235-9;GATES;K060486 / 6PK1238;0;0;0;0;0
6PK1240-4;GATES;K060490 / K060488;0;0;0;0;0
6PK1250-4;GATES;K060492 / 6PK1250;0;0;0;0;0
6PK1270-4;GATES;K060500 / 6PK1270 fullwin;0;0;0;0;0
6PK1275-9;GATES;6PK1275;0;0;0;0;0
6PK1280-4;GATES;K060505;0;0;0;0;0
6PK1285-9;GATES;K060507 / 6PK1285;0;0;0;0;0
6PK1290-4;GATES;K060509 / 6PK1290;0;0;0;0;0
6PK1295-9;GATES;K060510 / 6PK1295;0;0;0;0;0
6PK1310-4;GATES;K060516 / 6PK1310 Punto JTD;0;0;0;0;0
6PK1320-4;GATES;K060520 / 6PK1320 Punto JTD;0;0;0;0;0
6PK1320-4 HD;GATES;K060520HD;0;0;0;0;0
6PK1325-9;GATES;K060523 / 6PK1328;0;0;0;0;0
6PK1355-9;GATES;K060535 / 6PK1364;0;0;0;0;0
6PK1360-4;GATES;6PK1360;0;0;0;0;0
6PK1365-9;GATES;6PK1368K060539;0;0;0;0;0
6PK1375-9;GATES;K060541 / 6PK1375;0;0;0;0;0
6PK1395-9;GATES;K060549 / 6PK1395;0;0;0;0;0
6PK1405-9;GATES;6PK1405;0;0;0;0;0
6PK1410-4;GATES;K060555 / 6PK1413;0;0;0;0;0
6PK1415-9;GATES;K060557;0;0;0;0;0
6PK1420-4;GATES;K060559 / K060560 / 6PK1420;0;0;0;0;0
6PK1435-9;GATES;K060566 / 6PK1438;0;0;0;0;0
6PK1440-4;GATES;K060567 / 6PK1441;0;0;0;0;0
6PK1445-9;GATES;K060570/K060569/6PK1445;0;0;0;0;0
6PK1450-4;GATES;K060571 / 6PK1453;0;0;0;0;0
6PK1455-9;GATES;K060573 / 6PK1456;0;0;0;0;0
6PK1460-4;GATES;K060575 / 6PK1463 / 6PK1460;0;0;0;0;0
6PK1465-9;GATES;K060578 / K060577;0;0;0;0;0
6PK1475-9;GATES;K060582 / 6PK1478;0;0;0;0;0
6PK1485-9;GATES;6PK1485 / K060586 / 6PK1488;0;0;0;0;0
6PK1495-9;GATES;K060588 / K060589 / 6PK1495;0;0;0;0;0
6PK1500-4;GATES;K060591 / 6PK1500;0;0;0;0;0
6PK1505-9;GATES;K060594 / 6PK1509;0;0;0;0;0
6PK1510-4;GATES;6PK1513;0;0;0;0;0
6PK1515-9;GATES;K060596 / 6PK1515;0;0;0;0;0
6PK1520-4;GATES;K060598 / 6PK1520;0;0;0;0;0
6PK1540-4;GATES;6PK1540;0;0;0;0;0
6PK1565-9;GATES;6PK1565 Peugeot 1.6 16v;0;0;0;0;0
6PK1575-9;GATES;K060620 / 6PK1577;0;0;0;0;0
6PK1585-9;GATES;K060625 / 6PK1589;0;0;0;0;0
6PK1590-4;GATES;K060626 / 6PK1590;0;0;0;0;0
6PK1595-9;GATES;6PK1595;0;0;0;0;0
6PK1600-4;GATES;K060630 / 6PK1600;0;0;0;0;0
6PK1605-9;GATES;6PK1605;0;0;0;0;0
6PK1610-4;GATES;K060635 / 6PK1610 / 6PK1613 AUDI / A4 SEDAN (01') / 1.9 TDI AVF;0;0;0;0;0
6PK1615-9;GATES;K060637;0;0;0;0;0
6PK1625-9;GATES;K060640 Chery Tiggo;0;0;0;0;0
6PK1630-4;GATES;K060642 / 6PK1633;0;0;0;0;0
6PK1635-9;GATES;K060645 / 6PK1635 / 6PK1637;0;0;0;0;0
6PK1640-4;GATES;6PK1640;0;0;0;0;0
6PK1650-4;GATES;K060650 / 6PK1650;0;0;0;0;0
6PK1660-4;GATES;6PK1660 / K060653;0;0;0;0;0
6PK1685-9;GATES;K060663 / 6PK1685;0;0;0;0;0
6PK1690-4;GATES;K060667 / 6PK1693;0;0;0;0;0
6PK1725-9;GATES;K060680 / K060679 / 6PK1725;0;0;0;0;0
6PK1750-4;GATES;K060690/K060689/6PK1753;0;0;0;0;0
6PK1755-9;GATES;K060692 / 6PK1755;0;0;0;0;0
6PK1760-4;GATES;K060695 / K060693 / 6PK1763;0;0;0;0;0
6PK1765-9;GATES;K060696 / 6PK1768;0;0;0;0;0
6PK1780-4;GATES;K060701 / 6PK1780;0;0;0;0;0
6PK1785-9;GATES;K060703;0;0;0;0;0
6PK1820-4;GATES;6PK1823XS RENAULT Logan Sandero Duster 1.6 16v K4M;0;0;0;0;0
6PK1835-9;GATES;K060722 / 6PK1835;0;0;0;0;0
6PK1840-4;GATES;6PK1840;0;0;0;0;0
6PK1845-9;GATES;K060725 / 6PK1845;0;0;0;0;0
6PK1850-4;GATES;6PK1853;0;0;0;0;0
6PK1855-9;GATES;6PK1856;0;0;0;0;0
6PK1860-4;GATES;K060733 / 6PK1863;0;0;0;0;0
6PK1865-9;GATES;K060735;0;0;0;0;0
6PK1870-4;GATES;6PK1873;0;0;0;0;0
6PK1875-9;GATES;K060739 / K060738;0;0;0;0;0
6PK1880-4;GATES;6PK1882 / 6PK1880 / K060740;0;0;0;0;0
6PK1895-9;GATES;K060747;0;0;0;0;0
6PK1900-4;GATES;6PK1900 / K060748 / 6PK1903;0;0;0;0;0
6PK1910-4;GATES;6PK1910;0;0;0;0;0
6PK1915-9;GATES;K060755 / 6PK1915;0;0;0;0;0
6PK1925-9;GATES;6PK1928;0;0;0;0;0
6PK1935-9;GATES;K060763 / 6PK1938;0;0;0;0;0
6PK1950-4;GATES;K060770 / 6PK1950;0;0;0;0;0
6PK1955-9;GATES;K060771 / 6PK1955;0;0;0;0;0
6PK1960-4;GATES;6PK1963 / K060772;0;0;0;0;0
6PK1965-9;GATES;K060775 / K060774 / 6PK1965;0;0;0;0;0
6PK1970-4;GATES;6PK1973;0;0;0;0;0
6PK1980-4;GATES;K060780 / 6PK1980;0;0;0;0;0
6PK1985-9;GATES;6PK1985;0;0;0;0;0
6PK2000-4;GATES;6PK2000;0;0;0;0;0
6PK2005-9;GATES;K060790 / 6PK2005;0;0;0;0;0
6PK2010-4;GATES;6PK2013;0;0;0;0;0
6PK2020-4;GATES;K060795 / 6PK2020;0;0;0;0;0
6PK2025-9;GATES;K060798;0;0;0;0;0
6PK2030-4;GATES;6PK2030 / 6PK2033;0;0;0;0;0
6PK2035-9;GATES;K060802;0;0;0;0;0
6PK2040-4;GATES;K060804 / 6PK2040;0;0;0;0;0
6PK2050-4;GATES;6PK2050 / 6PK2053;0;0;0;0;0
6PK2055-9;GATES;K060810 / K060809;0;0;0;0;0
6PK2060-4;GATES;6PK2063;0;0;0;0;0
6PK2065-9;GATES;K060813 / 6PK2065;0;0;0;0;0
6PK2070-4;GATES;K060815;0;0;0;0;0
6PK2075-9;GATES;K060817 / 6PK2075;0;0;0;0;0
6PK2080-4;GATES;K060820/K060819/6PK2083;0;0;0;0;0
6PK2085-9;GATES;K060822 / K060821 / 6PK2088;0;0;0;0;0
6PK2090-4;GATES;6PK2090 / K060824;0;0;0;0;0
6PK2095-9;GATES;K060825;0;0;0;0;0
6PK2105-9;GATES;K060828;0;0;0;0;0
6PK2110-4;GATES;K060832;0;0;0;0;0
6PK2125-9;GATES;K060837 / 6PK2128;0;0;0;0;0
6PK2130-4;GATES;K060840;0;0;0;0;0
6PK2145-9;GATES;K060845 / 6PK2145;0;0;0;0;0
6PK2150-4;GATES;6PK2153;0;0;0;0;0
6PK2155-9;GATES;K060849 / 6PK2156;0;0;0;0;0
6PK2160-4;GATES;K060850 / 6PK2160 KIA CERATO 2.0;0;0;0;0;0
6PK2165-9;GATES;6PK2168;0;0;0;0;0
6PK2170-4;GATES;6PK2172 / K060854 / K060855;0;0;0;0;0
6PK2175-9;GATES;K060858 / 6PK2175;0;0;0;0;0
6PK2185-9;GATES;K060860 / 6PK2187;0;0;0;0;0
6PK2190-4;GATES;K060863 / 6PK2193;0;0;0;0;0
6PK2195-9;GATES;K060864 / 6PK2198;0;0;0;0;0
6PK2205-9;GATES;K060868 / 6PK2204;0;0;0;0;0
6PK2250-4;GATES;K060886 / 6PK2253;0;0;0;0;0
6PK2255-9;GATES;K060888 / 6PK2257;0;0;0;0;0
6PK2285-9;GATES;K060900 / 6PK2285;0;0;0;0;0
6PK2295-9;GATES;K060905BP / 6PK2299;0;0;0;0;0
6PK2300-4;GATES;6PK2300 / K060905;0;0;0;0;0
6PK2305-9;GATES;K060908 / 6PK2305;0;0;0;0;0
6PK2310-4;GATES;K060910;0;0;0;0;0
6PK2315-9;GATES;6PK2315;0;0;0;0;0
6PK2325-9;GATES;6PK2325 / K060915;0;0;0;0;0
6PK2345-9;GATES;K060923 / 6PK2345;0;0;0;0;0
6PK2350-4;GATES;K060926;0;0;0;0;0
6PK2355-9;GATES;6PK2355 / 6PK2358;0;0;0;0;0
6PK2360-4;GATES;K060930;0;0;0;0;0
6PK2370-4;GATES;K060934 / K060935 / 6PK2373;0;0;0;0;0
6PK2375-9;GATES;K060935;0;0;0;0;0
6PK2380-4;GATES;K060938 / 6PK2380;0;0;0;0;0
6PK2400-4;GATES;K060945 / 6PK2403;0;0;0;0;0
6PK2410-4;GATES;K060950 / 6PK2413;0;0;0;0;0
6PK2415-9;GATES;6PK2415;0;0;0;0;0
6PK2425-9;GATES;K060956 / K060955 / 6PK2425;0;0;0;0;0
6PK2435-9;GATES;K060960;0;0;0;0;0
6PK2445-9;GATES;K060964 / 6PK2448;0;0;0;0;0
6PK2450-4;GATES;K060966;0;0;0;0;0
6PK2460-4;GATES;K060970 / 6K2463 / 6PK2460;0;0;0;0;0
6PK2465-9;GATES;K060970 / 6PK2465;0;0;0;0;0
6PK2475-9;GATES;K060975 / 6PK2478;0;0;0;0;0
6PK2490-4;GATES;K060980 / 6PK2490;0;0;0;0;0
6PK2500-4;GATES;K060984 / 6PK2500;0;0;0;0;0
6PK2510-4;GATES;K060988 / 6PK2513;0;0;0;0;0
6PK2515-9;GATES;K060990;0;0;0;0;0
6PK2520-4;GATES;6PK2520;0;0;0;0;0
6PK2525-9;GATES;K060994 / K060995 / 6PK2528;0;0;0;0;0
6PK2530-4;GATES;K060997;0;0;0;0;0
6PK2535-9;GATES;6PK2535;0;0;0;0;0
6PK2540-4;GATES;K061000 / 6PK2542;0;0;0;0;0
6PK2550-4;GATES;K061005 / 6PK2550;0;0;0;0;0
6PK2560-4;GATES;6PK2563;0;0;0;0;0
6PK2575-9;GATES;K061015 AMAROK V6;0;0;0;0;0
6PK2580-4;GATES;K061016;0;0;0;0;0
6PK2585-9;GATES;6PK2585;0;0;0;0;0
6PK2590-4;GATES;K061020;0;0;0;0;0
6PK2600-4;GATES;K061025 / 6PK2603;0;0;0;0;0
6PK2610-4;GATES;6PK2613;0;0;0;0;0
6PK2620-4;GATES;K061031;0;0;0;0;0
6PK2635-9;GATES;K061037;0;0;0;0;0
6PK2640-4;GATES;K0601040;0;0;0;0;0
6PK2650-4;GATES;6PK2650;0;0;0;0;0
6PK2655-9;GATES;K061045;0;0;0;0;0
6PK2675-9;GATES;K061054;0;0;0;0;0
6PK2680-4;GATES;6PK2680;0;0;0;0;0
6PK2685-9;GATES;K061058;0;0;0;0;0
6PK2700-4;GATES;K061063;0;0;0;0;0
6PK2705-9;GATES;K061066;0;0;0;0;0
6PK2725-9;GATES;K061073;0;0;0;0;0
6PK2730-4;GATES;K061075;0;0;0;0;0
6PK2740-4;GATES;K061080 / 6PK2744;0;0;0;0;0
6PK2775-9;GATES;K061093;0;0;0;0;0
6PK2790-4;GATES;K061098 / K061099;0;0;0;0;0
6PK2800-4;GATES;K061102 / 6PK2800;0;0;0;0;0
6PK2805-9;GATES;K061105;0;0;0;0;0
6PK2820-4;GATES;K061110;0;0;0;0;0
6PK2830-4;GATES;K061115 / 6PK2830;0;0;0;0;0
6PK2840-4;GATES;6PK2840;0;0;0;0;0
6PK2845-9;GATES;K061120;0;0;0;0;0
6PK2850-4;GATES;K061123;0;0;0;0;0
6PK2870-4;GATES;K061130 / 6PK2870 Chevrolet S-10 Duramax;0;0;0;0;0
6PK2895-9;GATES;K061141 / K061140;0;0;0;0;0
6PK2905-9;GATES;K061145;0;0;0;0;0
6PK2920-4;GATES;K061150;0;0;0;0;0
6PK2935-9;GATES;K061157 / 6PK2939;0;0;0;0;0
6PK2990-4;GATES;K061177;0;0;0;0;0
6PK3015-9;GATES;K061187;0;0;0;0;0
6PK3030-4;GATES;6PK3032;0;0;0;0;0
6PK3035-9;GATES;K061195;0;0;0;0;0
6PK3055-9;GATES;K061203 / 6PK3055;0;0;0;0;0
6PK3100-4;GATES;K061221 / 6PK3101;0;0;0;0;0
6PK3105-9;GATES;6PK3107K;0;0;0;0;0
6PK3120-4;GATES;K061230 / 6PK3124;0;0;0;0;0
6PK3165-9;GATES;K061247;0;0;0;0;0
6PK3175-9;GATES;K061251;0;0;0;0;0
6PK3455-9;GATES;K061360;0;0;0;0;0
6PK3470-4;GATES;K061367;0;0;0;0;0
6PK3475-9;GATES;K061369 / 6PK3478;0;0;0;0;0
6PK3485-9;GATES;K061373 / 6PK3488;0;0;0;0;0
6PK3505-9;GATES;K061380 / 6PK3506;0;0;0;0;0
6PK3540-4;GATES;K061393;0;0;0;0;0
6PK555-9;GATES;K060220;0;0;0;0;0
6PK640-4;GATES;K060252 / 6PK639;0;0;0;0;0
6PK655-9;GATES;K060258 / 6PK656;0;0;0;0;0
6PK675-9;GATES;K060267 / K060266 / 6PK678;0;0;0;0;0
6PK680-4 SF;GATES;CORREA ELASTICA 6PK684SF;0;0;0;0;0
6PK690-4 SF;GATES;CORREA ELASTICA 6PK691-683SF MB Sprinter OM642;0;0;0;0;0
6PK700-4;GATES;6PK700;0;0;0;0;0
6PK700-4SF;GATES;CORREA ELASTICA 6PK701SF;0;0;0;0;0
6PK720-4;GATES;6PK720;0;0;0;0;0
