ARTICULO;PROVEEDOR;DESCRIPCION;AÑASCO;MDP;ROS;COR;NEU
FI-23108;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23109;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA SIN BOMBA;0;0;0;0;0
FI-23110;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23111;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23112;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23113;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23114;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23115;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23116;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA SIN BOMBA;0;0;0;0;0
FI-23117;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23118;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23119;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA SIN BOMBA;0;0;0;0;0
FI-23120;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23121;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23122;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23123;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23124;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23125;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23126;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23127;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23128;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23129;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23130;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23131;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23132;FISPA;SEN. NIVEL COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA Y REGULADOR;0;0;0;0;0
FI-23133;FISPA;SEN. NIVEL COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA Y S/REG.;0;0;0;0;0
FI-23134;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23135;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23136;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23137;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23138;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23139;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23140;FISPA;SENSOR DE NIVEL DE COMBUSTIBLE Y SENSORES LINEA PESADA CON BOMBA;0;0;0;0;0
FI-23141;FISPA;SENSOR NIVEL DE COMBUSTIBLE VW AMAROK 2,0 TDI 2008 - 2012 MOTOR 140 CV;0;0;0;0;0
FI-23196;FISPA;AFORADOR CON BOMBA Y REGULADOR;0;0;0;0;0
FI-2325022040;FISPA;INYECTOR ;0;0;0;0;0
FI-24003;FISPA;PREFILTRO ;0;0;0;0;0
FI-24005;FISPA;PREFILTRO ;0;0;0;0;0
FI-24010;FISPA;PREFILTRO ;0;0;0;0;0
FI-24011;FISPA;PREFILTRO ;0;0;0;0;0
FI-24015;FISPA;PREFILTRO ;0;0;0;0;0
FI-24016;FISPA;PREFILTRO ;0;0;0;0;0
FI-24017;FISPA;PREFILTRO ;0;0;0;0;0
FI-24018;FISPA;PREFILTRO ;0;0;0;0;0
FI-24019;FISPA;PREFILTRO ;0;0;0;0;0
FI-24020;FISPA;PREFILTRO ;0;0;0;0;0
FI-24021;FISPA;PREFILTRO ;0;0;0;0;0
FI-24022;FISPA;PREFILTRO ;0;0;0;0;0
FI-24023;FISPA;PREFILTRO ;0;0;0;0;0
FI-24024;FISPA;PREFILTRO ;0;0;0;0;0
FI-24025;FISPA;PREFILTRO ;0;0;0;0;0
FI-24026;FISPA;PREFILTRO ;0;0;0;0;0
FI-24027;FISPA;PREFILTRO ;0;0;0;0;0
FI-24028;FISPA;PREFILTRO ;0;0;0;0;0
FI-24029;FISPA;PREFILTRO ;0;0;0;0;0
FI-24030;FISPA;PREFILTRO ;0;0;0;0;0
FI-24031;FISPA;PREFILTRO ;0;0;0;0;0
FI-24032;FISPA;PREFILTRO ;0;0;0;0;0
FI-24033;FISPA;PREFILTRO ;0;0;0;0;0
FI-24034;FISPA;PREFILTRO ;0;0;0;0;0
FI-24035;FISPA;PREFILTRO ;0;0;0;0;0
FI-24036;FISPA;PREFILTRO ;0;0;0;0;0
FI-24037;FISPA;PREFILTRO ;0;0;0;0;0
FI-24038;FISPA;PREFILTRO ;0;0;0;0;0
FI-24039;FISPA;PREFILTRO ;0;0;0;0;0
FI-24040;FISPA;PREFILTRO ;0;0;0;0;0
FI-24041;FISPA;PREFILTRO ;0;0;0;0;0
FI-24042;FISPA;PREFILTRO ;0;0;0;0;0
FI-24043;FISPA;PREFILTRO ;0;0;0;0;0
FI-24044;FISPA;PREFILTRO ;0;0;0;0;0
FI-24045;FISPA;PREFILTRO ;0;0;0;0;0
FI-24046;FISPA;PREFILTRO ;0;0;0;0;0
FI-24047;FISPA;PREFILTRO ;0;0;0;0;0
FI-24048;FISPA;PREFILTRO ;0;0;0;0;0
FI-24049;FISPA;PREFILTRO ;0;0;0;0;0
FI-24050;FISPA;PREFILTRO ;0;0;0;0;0
FI-24051;FISPA;PREFILTRO ;0;0;0;0;0
FI-24052;FISPA;PREFILTRO ;0;0;0;0;0
FI-24053;FISPA;PREFILTRO ;0;0;0;0;0
FI-24054;FISPA;PREFILTRO ;0;0;0;0;0
FI-24055;FISPA;PREFILTRO ;0;0;0;0;0
FI-24056;FISPA;PREFILTRO ;0;0;0;0;0
FI-24057;FISPA;PREFILTRO ;0;0;0;0;0
FI-24058;FISPA;PREFILTRO ;0;0;0;0;0
FI-24059;FISPA;PREFILTRO ;0;0;0;0;0
FI-24060;FISPA;PREFILTRO ;0;0;0;0;0
FI-24061;FISPA;PREFILTRO ;0;0;0;0;0
FI-24062;FISPA;PREFILTRO ;0;0;0;0;0
FI-24073;FISPA;PREFILTRO CHEVROLET S10 2012;0;0;0;0;0
FI-243000;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ALTERNATIVO;0;0;0;0;0
FI-244021;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. CARTIER;0;0;0;0;0
FI-244046;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. CARTIER;0;0;0;0;0
FI-244070;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. BITRON;0;0;0;0;0
FI-24578819;FISPA;INYECTOR ;0;0;0;0;0
FI-25000;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25001;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25002;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25003;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25004;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25005;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25006;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25007;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25008;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25009;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25010;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25011;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25012;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25013;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25014;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25015;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25016;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25017;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25018;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25019;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25020;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25021;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25022;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25023;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25024;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25025;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25063;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25064;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25065;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25066;FISPA;ACCESORIO DE BOMBA DE COMBUSTIBLE ;0;0;0;0;0
FI-25363042;FISPA;INYECTOR ;0;0;0;0;0
FI-26000;FISPA;CONECTOR PARA MANGUERA 26000;0;0;0;0;0
FI-26001;FISPA;CONECTOR PARA MANGUERA 26001;0;0;0;0;0
FI-26002;FISPA;CONECTOR PARA MANGUERA 26002;0;0;0;0;0
FI-26003;FISPA;CONECTOR PARA MANGUERAS ;0;0;0;0;0
FI-26005;FISPA;CONECTOR PARA MANGUERAS ;0;0;0;0;0
FI-26006;FISPA;CONECTOR PARA MANGUERA 26006;0;0;0;0;0
FI-26007;FISPA;CONECTOR PARA MANGUERAS ;0;0;0;0;0
FI-26011;FISPA;CONECTOR PARA MANGUERA 26011;0;0;0;0;0
FI-26012;FISPA;CONECTOR PARA MANGUERA 26012;0;0;0;0;0
FI-26018;FISPA;CONECTOR PARA MANGUERA 26018;0;0;0;0;0
FI-26019;FISPA;CONECTOR PARA MANGUERA 26019;0;0;0;0;0
FI-26020;FISPA;CONECTOR PARA MANGUERA 26020;0;0;0;0;0
FI-26023;FISPA;CONECTOR PARA MANGUERA 26023;0;0;0;0;0
FI-27000;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-27001;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-27002;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-27003;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-27004;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-27005;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-27006;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-27007;FISPA;DIAFRAGMA ;0;0;0;0;0
FI-28000;FISPA;RAMPA DE INYECCIÓN CHEVROLET Celta 1.4 03/07 - Prisma 1.4 07/09;0;0;0;0;0
FI-28001;FISPA;RAMPA DE INYECCIÓN CHEVROLET Corsa / Meriva 1.8 -Corsa /Classic/Prisma;0;0;0;0;0
FI-28002;FISPA;RAMPA DE INYECCIÓN RENAULT Clio / Scenic 1.6 16V Gasolina;0;0;0;0;0
FI-28003;FISPA;RAMPA DE INYECCIÓN FIAT Palio / Uno / Siena / Idea / Punto 8v;0;0;0;0;0
FI-28004;FISPA;RAMPA DE INYECCIÓN VW Fox / Space fox / Gol G4/G5;0;0;0;0;0
FI-28005;FISPA;RAMPA DE INYECCIÓN FIAT Palio / Siena / Strada / Weekend 1.0-1.3 16V;0;0;0;0;0
FI-28010;FISPA;RAMPA DE INYECCIÓN CHEVROLET Corsa 1.14/ 1.6 MPFI 8V - Celta;0;0;0;0;0
FI-285580;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285590;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285600;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285610;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285670;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285680;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285690;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285700;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285720;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285730;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285750;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285760;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. CARTIER;0;0;0;0;0
FI-285770;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285780;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285790;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285800;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285810;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285830;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285835;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285840;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285845;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285870;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. NAGARES;0;0;0;0;0
FI-285885;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. BOSCH;0;0;0;0;0
FI-285890;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. BOSCH;0;0;0;0;0
FI-285900;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. BOSCH;0;0;0;0;0
FI-285905;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. BOSCH;0;0;0;0;0
FI-285915;FISPA;TEMPORIZADOR DE PRECALENTAMIENTO ORIG. WHERLE;0;0;0;0;0
FI-29000;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29001;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29002;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29003;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29004;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29005;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29006;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29007;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29008;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29009;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29010;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29011;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29012;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29013;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29014;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-29015;FISPA;O´RINGS PARA BOMBAS ;0;0;0;0;0
FI-300;FISPA;BULBO DE PRESIÓN DE ACEITE ;0;0;0;0;0
FI-30001;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30002;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30003;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30004;FISPA;SENSORES DE ROTACIÓN CHEVROLET CORSA / ASTRA 1,4 - 1,6;0;0;0;0;0
FI-30005;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30006;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30007;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30008;FISPA;SENSORES DE ROTACIÓN 30008;0;0;0;0;0
FI-30009;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30010;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30011;FISPA;SENSORES DE ROTACIÓN 30011;0;0;0;0;0
FI-30012;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30013;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30015;FISPA;SENSOR DE ROTACIÓN 30015;0;0;0;0;0
FI-30016;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30018;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30019;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30020;FISPA;SENSOR DE ROTACIÓN 30020;0;0;0;0;0
FI-30021;FISPA;SENSOR DE ROTACIÓN 30021;0;0;0;0;0
FI-30022;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30023;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30024;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30025;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30026;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30027;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30028;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30029;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30030;FISPA;SENSOR DE ROTACIÓN 30030;0;0;0;0;0
FI-30031;FISPA;SENSOR DE ROTACIÓN 30031;0;0;0;0;0
FI-30032;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30033;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30034;FISPA;SENSOR DE ROTACIÓN 30034;0;0;0;0;0
FI-30035;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30036;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30037;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30038;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30039;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30040;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30041;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30042;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30043;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30044;FISPA;SENSOR DE ROTACIÓN 30044;0;0;0;0;0
FI-30045;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30046;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30047;FISPA;SENSOR DE ROTACION RPM REEMPLAZA A 30056;0;0;0;0;0
FI-30048;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30049;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30050;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30051;FISPA;SENSOR DE ROTACION RPM REEMPLAZA A 30058;0;0;0;0;0
FI-30052;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30053;FISPA;SENSOR DE ROTACIÓN 30053;0;0;0;0;0
FI-30054;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30055;FISPA;SENSOR DE ROTACIÓN 30055;0;0;0;0;0
FI-30057;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30059;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30061;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30062;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30063;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30064;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30065;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30066;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30067;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30068;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30069;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30070;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30071;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30072;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30074;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30075;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30076;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30077;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30078;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30079;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30080;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30081;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30082;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30083;FISPA;SENSOR DE ROTACION RPM REEMPLAZA A 30132;0;0;0;0;0
FI-30084;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30085;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30086;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30087;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30088;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30089;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30090;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30091;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30092;FISPA;SENSOR DE ROTACIÓN 30092;0;0;0;0;0
FI-30093;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30094;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30095;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30096;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30097;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30098;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30099;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30100;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30101;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30102;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30103;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30104;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30105;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30106;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30107;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30108;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30109;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30110;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30111;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30112;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30113;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30114;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30115;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30116;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30117;FISPA;SENSOR DE ROTACIÓN 30117;0;0;0;0;0
FI-30118;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30119;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30120;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30121;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30122;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30123;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30124;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30126;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30128;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30129;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30130;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30131;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
FI-30133;FISPA;SENSOR DE ROTACION RPM ;0;0;0;0;0
